Order ID,Order Date,Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Year,Month,Month_Name,Profit_Margin
12954,2024-10-18,South,Coimbatore,Clothing,Men's Wear,5,24733,0,123665.0,26126.1,Debit Card,2024,10,October,0.21126511138964135
12955,2025-05-14,North,Delhi,Groceries,Wheat,3,19567,0,58701.0,7699.42,COD,2025,5,May,0.13116335326485068
12956,2025-07-11,North,Chandigarh,Books,Non-Fiction,4,32047,10,115369.2,15008.08,Debit Card,2025,7,July,0.13008740634415425
12957,2023-11-25,North,Chandigarh,Books,Biography,4,29546,0,118184.0,25056.82,Net Banking,2023,11,November,0.21201533202463954
12958,2025-09-20,East,Ranchi,Home Decor,Wall Art,3,42934,15,109481.7,19863.47,Debit Card,2025,9,September,0.18143187400268723
12959,2024-10-30,West,Goa,Books,Biography,2,44336,10,79804.8,17157.69,Net Banking,2024,10,October,0.2149957145434861
12960,2024-01-01,West,Ahmedabad,Toys,Board Game,5,74164,10,333738.0,74227.75,Net Banking,2024,1,January,0.22241324032624393
12961,2025-09-08,South,Hyderabad,Clothing,Shoes,5,79618,15,338376.5,60728.83,Net Banking,2025,9,September,0.17947118077053223
12962,2025-03-22,South,Hyderabad,Home Decor,Vase,2,4773,20,7636.8,1172.75,Net Banking,2025,3,March,0.15356562958307143
12963,2025-07-16,South,Thiruvananthapuram,Kitchen,Refrigerator,5,50775,0,253875.0,22939.3,Debit Card,2025,7,July,0.09035667159034957
12964,2024-04-22,South,Chennai,Books,Comics,3,12682,15,32339.1,6108.21,COD,2024,4,April,0.18888002449047747
12965,2025-07-03,South,Thiruvananthapuram,Electronics,Headphones,5,58035,15,246648.75,36963.76,COD,2025,7,July,0.14986396647053757
12966,2024-06-10,West,Pune,Clothing,Shoes,5,73649,5,349832.75,41408.8,Credit Card,2024,6,June,0.11836741985991879
12967,2024-12-30,North,Amritsar,Toys,Action Figure,5,32688,10,147096.0,22451.03,COD,2024,12,December,0.1526284195355414
12968,2024-11-18,West,Pune,Beauty,Perfume,2,43735,5,83096.5,9017.79,Net Banking,2024,11,November,0.10852189923763336
12969,2025-02-16,South,Coimbatore,Electronics,Camera,4,38256,15,130070.4,21460.14,Net Banking,2025,2,February,0.16498865229906268
12970,2023-10-19,West,Pune,Beauty,Face Cream,2,68591,0,137182.0,12922.77,Net Banking,2023,10,October,0.09420164453062356
12971,2024-03-05,East,Ranchi,Home Decor,Vase,5,21401,5,101654.75,18872.76,COD,2024,3,March,0.1856554661734941
12972,2023-10-17,North,Amritsar,Toys,Doll,3,78372,15,199848.6,13439.84,Credit Card,2023,10,October,0.06725010833200733
12973,2024-02-06,North,Lucknow,Home Decor,Cushion,3,64835,10,175054.5,40811.14,Net Banking,2024,2,February,0.233133909725257
12974,2025-07-02,North,Chandigarh,Beauty,Perfume,5,53140,15,225845.0,34447.83,Credit Card,2025,7,July,0.15252863689698687
12975,2025-01-24,South,Thiruvananthapuram,Clothing,Kids Wear,2,20018,10,36032.4,3694.09,Net Banking,2025,1,January,0.10252134190339805
12976,2024-06-22,East,Guwahati,Groceries,Wheat,1,57926,15,49237.1,6411.26,UPI,2024,6,June,0.13021197430392936
12977,2025-06-21,East,Kolkata,Toys,Puzzle,2,18405,10,33129.0,4297.91,Net Banking,2025,6,June,0.12973256059645627
12978,2024-09-08,South,Hyderabad,Kitchen,Juicer,4,61274,0,245096.0,40659.01,Net Banking,2024,9,September,0.16589014100597319
12979,2024-08-16,West,Mumbai,Sports,Football,5,3929,20,15716.0,2467.77,Debit Card,2024,8,August,0.15702277933316366
12980,2024-03-03,East,Patna,Toys,Action Figure,2,25428,10,45770.4,5337.42,COD,2024,3,March,0.1166129201405275
12981,2023-11-27,West,Mumbai,Kitchen,Mixer Grinder,2,71944,20,115110.4,27950.52,UPI,2023,11,November,0.24281489769820974
12982,2024-08-30,North,Amritsar,Beauty,Perfume,4,19670,20,62944.0,10997.43,UPI,2024,8,August,0.1747176855617692
12983,2025-02-27,East,Patna,Books,Fiction,2,31245,15,53116.5,4992.38,Net Banking,2025,2,February,0.09398925004471304
12984,2024-12-23,South,Hyderabad,Home Decor,Cushion,1,9382,5,8912.9,547.48,Debit Card,2024,12,December,0.061425574167779294
12985,2024-12-22,South,Hyderabad,Sports,Football,2,77925,20,124680.0,29388.7,Credit Card,2024,12,December,0.2357130253448829
12986,2023-10-20,West,Ahmedabad,Furniture,Table,1,9490,5,9015.5,714.35,Debit Card,2023,10,October,0.07923576063446287
12987,2025-04-15,North,Delhi,Sports,Yoga Mat,3,30925,10,83497.5,11950.92,Debit Card,2025,4,April,0.14312907572082997
12988,2024-11-15,West,Ahmedabad,Beauty,Lipstick,1,79574,5,75595.3,15580.38,Net Banking,2024,11,November,0.20610249579008216
12989,2024-01-16,East,Patna,Clothing,Shoes,4,5233,0,20932.0,3998.28,Net Banking,2024,1,January,0.19101280336327156
12990,2024-09-04,West,Goa,Furniture,Sofa,2,50534,10,90961.2,11817.29,COD,2024,9,September,0.12991572230797307
12991,2024-03-16,North,Delhi,Furniture,Table,1,79891,5,75896.45,6114.17,COD,2024,3,March,0.08055936740124209
12992,2025-07-20,East,Patna,Books,Non-Fiction,2,20984,15,35672.8,2566.54,Net Banking,2025,7,July,0.07194669327891277
12993,2024-04-02,North,Lucknow,Clothing,Men's Wear,2,51569,15,87667.3,21791.96,Credit Card,2024,4,April,0.24857569470030444
12994,2024-01-02,South,Chennai,Electronics,Mobile,1,46498,15,39523.3,4002.98,Debit Card,2024,1,January,0.10128152254492918
12995,2024-03-29,East,Patna,Books,Textbook,5,3048,5,14478.0,1505.68,Credit Card,2024,3,March,0.10399778974996547
12996,2024-06-15,West,Pune,Beauty,Foundation,2,9157,5,17398.3,3437.35,COD,2024,6,June,0.19756815321037113
12997,2024-04-22,West,Surat,Beauty,Lipstick,3,264,0,792.0,151.42,Net Banking,2024,4,April,0.19118686868686868
12998,2024-12-22,East,Bhubaneswar,Electronics,Headphones,2,39922,0,79844.0,10269.18,Debit Card,2024,12,December,0.1286155503231301
12999,2024-12-08,South,Chennai,Beauty,Shampoo,4,60118,10,216424.8,25972.2,Credit Card,2024,12,December,0.12000565554409662
13000,2024-05-05,West,Goa,Home Decor,Vase,1,42595,10,38335.5,8363.79,Debit Card,2024,5,May,0.2181734945416129
13001,2024-04-02,East,Kolkata,Electronics,Laptop,1,41520,20,33216.0,2899.83,UPI,2024,4,April,0.08730220375722543
13002,2023-12-23,South,Hyderabad,Books,Non-Fiction,1,49849,5,47356.55,9849.56,UPI,2023,12,December,0.2079872794787627
13003,2025-09-17,East,Kolkata,Toys,Board Game,2,33608,10,60494.4,12705.82,Debit Card,2025,9,September,0.21003299478960036
13004,2025-03-07,East,Patna,Furniture,Cabinet,1,54176,5,51467.2,10699.67,Credit Card,2025,3,March,0.20789298815556317
13005,2024-07-22,South,Chennai,Furniture,Bed,4,46580,15,158372.0,28095.77,Debit Card,2024,7,July,0.17740364458363853
13006,2025-06-12,South,Coimbatore,Home Decor,Wall Art,2,66721,10,120097.8,26133.82,UPI,2025,6,June,0.21760448567750615
13007,2024-11-01,North,Amritsar,Groceries,Wheat,5,4578,0,22890.0,2739.12,UPI,2024,11,November,0.11966448230668414
13008,2025-06-13,South,Hyderabad,Kitchen,Cookware Set,2,8544,5,16233.6,1766.93,Credit Card,2025,6,June,0.10884400256258624
13009,2025-04-11,West,Ahmedabad,Sports,Football,1,3203,15,2722.55,449.4,Credit Card,2025,4,April,0.16506583901122107
13010,2024-06-03,East,Ranchi,Sports,Football,1,25701,15,21845.85,2165.71,Net Banking,2024,6,June,0.0991359915041072
13011,2024-09-22,East,Kolkata,Groceries,Sugar,2,55582,5,105605.8,8497.31,UPI,2024,9,September,0.0804625314139943
13012,2024-07-21,East,Kolkata,Kitchen,Refrigerator,2,66808,5,126935.2,18226.83,UPI,2024,7,July,0.14359161209814142
13013,2024-07-17,South,Chennai,Home Decor,Cushion,5,30083,20,120332.0,6259.45,COD,2024,7,July,0.05201816640627597
13014,2025-03-04,North,Jaipur,Home Decor,Wall Art,5,59448,5,282378.0,67947.89,Net Banking,2025,3,March,0.2406274213996841
13015,2025-09-24,South,Coimbatore,Toys,Action Figure,5,53981,20,215924.0,32677.54,Debit Card,2025,9,September,0.15133815601785813
13016,2024-08-11,South,Coimbatore,Toys,Doll,3,3570,10,9639.0,2116.57,UPI,2024,8,August,0.2195839817408445
13017,2024-06-10,North,Lucknow,Sports,Football,1,34871,10,31383.9,1697.65,COD,2024,6,June,0.05409302221839861
13018,2024-07-22,North,Chandigarh,Groceries,Spices,2,31854,0,63708.0,9996.08,Debit Card,2024,7,July,0.15690462736234068
13019,2025-03-28,South,Chennai,Electronics,Laptop,2,36773,5,69868.7,12029.07,Net Banking,2025,3,March,0.17216679285574227
13020,2025-08-11,South,Chennai,Home Decor,Cushion,3,65805,15,167802.75,9532.49,Credit Card,2025,8,August,0.05680771024312772
13021,2024-08-10,West,Goa,Books,Fiction,4,76032,5,288921.6,14845.82,Net Banking,2024,8,August,0.05138355872319689
13022,2023-11-05,East,Guwahati,Electronics,Mobile,4,63656,5,241892.8,47368.7,COD,2023,11,November,0.19582517544962066
13023,2024-07-07,West,Pune,Furniture,Sofa,4,2486,0,9944.0,1778.2,UPI,2024,7,July,0.17882139983909895
13024,2025-07-29,South,Bangalore,Furniture,Bed,2,61345,5,116555.5,19507.55,COD,2025,7,July,0.16736704831603827
13025,2025-04-15,East,Bhubaneswar,Clothing,Kids Wear,3,22520,20,54048.0,12371.54,COD,2025,4,April,0.22889912670219068
13026,2024-12-18,East,Bhubaneswar,Books,Non-Fiction,4,73022,10,262879.2,36854.33,Net Banking,2024,12,December,0.14019492603446754
13027,2024-02-13,South,Hyderabad,Clothing,Kids Wear,1,75515,20,60412.0,9609.65,Credit Card,2024,2,February,0.15906856253724425
13028,2025-07-16,West,Surat,Toys,RC Car,3,47768,5,136138.8,21724.21,Net Banking,2025,7,July,0.15957397890975974
13029,2024-02-12,West,Surat,Electronics,Laptop,3,55611,0,166833.0,25996.35,Debit Card,2024,2,February,0.15582258905612198
13030,2024-06-15,North,Jaipur,Beauty,Shampoo,5,61900,15,263075.0,30507.31,UPI,2024,6,June,0.11596430675662835
13031,2024-12-22,West,Mumbai,Electronics,Laptop,1,47330,10,42597.0,9898.51,UPI,2024,12,December,0.23237575416109116
13032,2025-04-08,West,Surat,Beauty,Shampoo,5,4138,20,16552.0,3141.34,Credit Card,2025,4,April,0.18978612856452393
13033,2024-12-09,South,Bangalore,Books,Textbook,1,14104,15,11988.4,1637.8,Credit Card,2024,12,December,0.136615394881719
13034,2025-07-31,West,Goa,Books,Biography,2,16789,15,28541.3,3394.96,COD,2025,7,July,0.11894903175398458
13035,2024-01-15,East,Guwahati,Home Decor,Wall Art,2,28960,15,49232.0,4029.73,COD,2024,1,January,0.08185184432889178
13036,2023-12-14,East,Kolkata,Furniture,Bed,4,61001,15,207403.4,18493.61,Credit Card,2023,12,December,0.08916734248329584
13037,2024-05-14,West,Goa,Kitchen,Microwave,5,52901,10,238054.5,28025.07,Net Banking,2024,5,May,0.11772543682224028
13038,2025-08-26,East,Patna,Home Decor,Lamp,3,26219,20,62925.6,10078.65,Net Banking,2025,8,August,0.1601677218810786
13039,2024-12-08,North,Chandigarh,Home Decor,Lamp,2,48953,10,88115.4,11763.57,Credit Card,2024,12,December,0.13350186233053474
13040,2023-12-14,North,Chandigarh,Electronics,Smartwatch,5,24950,15,106037.5,10712.41,Credit Card,2023,12,December,0.10102473181657433
13041,2024-10-18,West,Surat,Clothing,Women's Wear,5,35783,15,152077.75,7926.92,Credit Card,2024,10,October,0.052124127296728155
13042,2025-04-17,West,Ahmedabad,Clothing,Kids Wear,1,22723,0,22723.0,3015.02,Net Banking,2025,4,April,0.1326858249350878
13043,2024-03-17,West,Surat,Groceries,Rice,1,53059,10,47753.1,6951.29,UPI,2024,3,March,0.1455673034839623
13044,2023-12-02,South,Thiruvananthapuram,Beauty,Foundation,1,16349,20,13079.2,2485.08,COD,2023,12,December,0.19000244663282156
13045,2024-02-26,North,Jaipur,Electronics,Camera,4,19551,15,66473.4,10615.49,Credit Card,2024,2,February,0.15969530669410623
13046,2023-12-02,North,Chandigarh,Books,Biography,3,33505,0,100515.0,12501.44,Debit Card,2023,12,December,0.12437387454608766
13047,2024-10-23,West,Goa,Furniture,Cabinet,3,26525,15,67638.75,10344.85,UPI,2024,10,October,0.15294265491304912
13048,2024-10-16,East,Guwahati,Beauty,Lipstick,1,71036,20,56828.8,5863.92,Credit Card,2024,10,October,0.10318570865476659
13049,2025-04-03,North,Amritsar,Electronics,Smartwatch,2,69965,0,139930.0,19954.53,Credit Card,2025,4,April,0.1426036589723433
13050,2025-01-15,East,Guwahati,Electronics,Mobile,1,71876,10,64688.4,9795.77,Net Banking,2025,1,January,0.1514300863833392
13051,2024-06-25,West,Mumbai,Electronics,Smartwatch,5,23597,20,94388.0,22123.47,Debit Card,2024,6,June,0.23438858753231345
13052,2025-01-19,North,Lucknow,Books,Non-Fiction,4,29395,5,111701.0,13191.05,Debit Card,2025,1,January,0.11809249693377856
13053,2025-06-09,East,Guwahati,Beauty,Lipstick,4,73212,0,292848.0,43805.32,Debit Card,2025,6,June,0.14958381139703875
13054,2024-12-11,West,Pune,Kitchen,Juicer,2,38478,10,69260.4,8452.35,COD,2024,12,December,0.12203726804927492
13055,2025-08-04,East,Kolkata,Sports,Cricket Bat,1,77933,0,77933.0,7876.25,Net Banking,2025,8,August,0.10106437580999063
13056,2025-05-18,East,Ranchi,Beauty,Face Cream,2,61973,10,111551.4,15434.62,UPI,2025,5,May,0.13836330158115454
13057,2023-11-22,East,Patna,Furniture,Bed,4,17771,0,71084.0,6882.6,Net Banking,2023,11,November,0.09682347645039673
13058,2025-09-16,South,Chennai,Electronics,Smartwatch,3,63135,10,170464.5,10224.17,COD,2025,9,September,0.05997829460092864
13059,2024-05-31,West,Goa,Groceries,Rice,3,79841,0,239523.0,26323.93,Net Banking,2024,5,May,0.10990147083996109
13060,2024-03-16,East,Patna,Books,Textbook,1,317,15,269.45,38.24,Net Banking,2024,3,March,0.14191872332529226
13061,2025-08-18,West,Surat,Electronics,Smartwatch,2,3923,10,7061.4,1206.4,Debit Card,2025,8,August,0.17084430849406634
13062,2024-01-16,West,Mumbai,Kitchen,Mixer Grinder,4,45989,15,156362.6,36552.82,Net Banking,2024,1,January,0.23376958428677957
13063,2024-05-14,West,Ahmedabad,Beauty,Face Cream,4,2395,15,8143.0,727.83,Debit Card,2024,5,May,0.08938106349011421
13064,2024-02-11,South,Hyderabad,Clothing,Kids Wear,4,3266,5,12410.8,2481.81,Net Banking,2024,2,February,0.19997179875592228
13065,2025-06-30,East,Guwahati,Toys,RC Car,3,64714,10,174727.8,41459.43,Debit Card,2025,6,June,0.23728010081967496
13066,2024-11-04,East,Patna,Furniture,Bed,1,278,5,264.1,19.12,UPI,2024,11,November,0.07239681938659598
13067,2024-05-02,North,Delhi,Electronics,Camera,2,27771,10,49987.8,6019.35,Credit Card,2024,5,May,0.1204163815971097
13068,2024-10-14,South,Bangalore,Electronics,Headphones,4,74225,10,267210.0,19685.0,COD,2024,10,October,0.07366865012536956
13069,2025-02-01,West,Pune,Books,Textbook,5,64232,10,289044.0,51823.53,COD,2025,2,February,0.1792928758251339
13070,2024-05-07,East,Kolkata,Kitchen,Juicer,1,79127,5,75170.65,11863.43,Credit Card,2024,5,May,0.15781997362002326
13071,2024-04-16,South,Bangalore,Toys,Puzzle,1,72835,5,69193.25,9252.79,Debit Card,2024,4,April,0.1337238820260647
13072,2024-04-12,South,Coimbatore,Furniture,Chair,4,8180,0,32720.0,2779.92,UPI,2024,4,April,0.08496088019559903
13073,2023-12-30,South,Bangalore,Groceries,Wheat,4,24631,5,93597.8,11213.7,Debit Card,2023,12,December,0.11980730316310854
13074,2024-10-23,West,Pune,Furniture,Sofa,5,68127,10,306571.5,51208.5,UPI,2024,10,October,0.16703607478190244
13075,2023-10-09,South,Thiruvananthapuram,Sports,Tennis Racket,2,36160,5,68704.0,13928.85,Credit Card,2023,10,October,0.20273710409874243
13076,2025-09-03,East,Bhubaneswar,Home Decor,Lamp,2,39527,20,63243.2,10326.16,COD,2025,9,September,0.1632770005312824
13077,2025-06-30,West,Surat,Home Decor,Vase,1,14371,15,12215.35,1679.02,UPI,2025,6,June,0.13745164894988682
13078,2025-05-29,South,Thiruvananthapuram,Electronics,Laptop,2,13288,5,25247.2,2401.94,Debit Card,2025,5,May,0.09513688646661808
13079,2023-10-19,West,Pune,Sports,Football,4,19841,5,75395.8,12702.86,Net Banking,2023,10,October,0.1684823292544147
13080,2024-11-01,West,Ahmedabad,Furniture,Sofa,3,68638,15,175026.9,17034.03,UPI,2024,11,November,0.09732235444951605
13081,2025-04-04,South,Chennai,Groceries,Wheat,2,11203,10,20165.4,3987.05,Net Banking,2025,4,April,0.19771737728981323
13082,2023-12-15,South,Bangalore,Beauty,Shampoo,2,63253,5,120180.7,19412.75,Credit Card,2023,12,December,0.1615296798903651
13083,2025-07-18,West,Goa,Furniture,Bed,1,49630,10,44667.0,3531.27,UPI,2025,7,July,0.0790576935993015
13084,2023-11-24,East,Kolkata,Beauty,Perfume,3,45931,10,124013.7,17277.47,Debit Card,2023,11,November,0.1393190429767034
13085,2024-08-06,South,Bangalore,Clothing,Men's Wear,1,19394,0,19394.0,2147.59,COD,2024,8,August,0.1107347633288646
13086,2024-10-09,South,Coimbatore,Toys,RC Car,5,777,5,3690.75,381.12,Credit Card,2024,10,October,0.10326356431619589
13087,2024-11-04,West,Goa,Electronics,Laptop,3,38127,5,108661.95,26444.92,Net Banking,2024,11,November,0.2433687229062243
13088,2024-04-02,North,Delhi,Kitchen,Cookware Set,1,45598,10,41038.2,8831.35,UPI,2024,4,April,0.21519827867694005
13089,2024-09-28,North,Amritsar,Electronics,Laptop,2,30724,10,55303.2,13410.63,COD,2024,9,September,0.2424928394740268
13090,2024-07-20,North,Lucknow,Beauty,Lipstick,4,77551,10,279183.6,37205.72,UPI,2024,7,July,0.13326613740921747
13091,2024-03-13,West,Mumbai,Groceries,Rice,4,42890,15,145826.0,7889.12,COD,2024,3,March,0.054099543291319795
13092,2024-08-09,North,Delhi,Home Decor,Clock,2,49766,10,89578.8,15571.54,COD,2024,8,August,0.1738306384992878
13093,2024-04-06,West,Pune,Books,Non-Fiction,1,53141,10,47826.9,8928.09,UPI,2024,4,April,0.1866750719783218
13094,2025-05-04,South,Chennai,Electronics,Smartwatch,1,34661,10,31194.9,4803.49,Credit Card,2025,5,May,0.15398318314852746
13095,2024-08-13,South,Bangalore,Electronics,Smartwatch,1,61952,0,61952.0,5178.3,UPI,2024,8,August,0.0835856792355372
13096,2024-05-24,South,Thiruvananthapuram,Sports,Dumbbells,2,14673,15,24944.1,2237.36,UPI,2024,5,May,0.08969495792592237
13097,2024-12-08,East,Guwahati,Clothing,Men's Wear,4,39989,10,143960.4,31677.41,UPI,2024,12,December,0.22004252558342433
13098,2024-06-27,North,Jaipur,Electronics,Smartwatch,5,62411,20,249644.0,38502.6,Debit Card,2024,6,June,0.15423002355354024
13099,2024-09-11,South,Coimbatore,Sports,Cricket Bat,3,53611,10,144749.7,22216.6,Debit Card,2024,9,September,0.15348287423048199
13100,2024-07-07,East,Ranchi,Beauty,Perfume,5,62693,10,282118.5,17582.89,UPI,2024,7,July,0.062324484214966405
13101,2025-04-18,North,Lucknow,Furniture,Sofa,1,10319,15,8771.15,1189.05,Credit Card,2025,4,April,0.1355637516175188
13102,2024-09-06,North,Delhi,Electronics,Headphones,2,19277,10,34698.6,8270.92,COD,2024,9,September,0.23836466024565833
13103,2025-09-04,East,Kolkata,Furniture,Sofa,2,33700,10,60660.0,14264.09,UPI,2025,9,September,0.23514820309924167
13104,2024-01-05,East,Bhubaneswar,Groceries,Sugar,1,79048,15,67190.8,9016.43,Net Banking,2024,1,January,0.13419143692291208
13105,2025-06-04,West,Surat,Kitchen,Juicer,1,9604,15,8163.4,1970.05,Debit Card,2025,6,June,0.24132714310213882
13106,2025-02-16,North,Chandigarh,Kitchen,Mixer Grinder,3,48018,10,129648.6,27366.93,COD,2025,2,February,0.2110854262984714
13107,2025-06-29,West,Pune,Clothing,Women's Wear,4,77163,5,293219.4,68138.69,COD,2025,6,June,0.23238124762549817
13108,2025-02-17,North,Amritsar,Kitchen,Juicer,2,64852,0,129704.0,28406.79,Debit Card,2025,2,February,0.21901244371800407
13109,2024-12-06,West,Goa,Clothing,Women's Wear,4,63460,10,228456.0,56513.51,COD,2024,12,December,0.24737152887208042
13110,2025-02-28,West,Mumbai,Toys,Action Figure,5,27665,10,124492.5,19127.07,COD,2025,2,February,0.15364033977950478
13111,2024-08-13,North,Chandigarh,Toys,Action Figure,2,17520,5,33288.0,7421.63,COD,2024,8,August,0.22295211487623168
13112,2025-09-21,South,Coimbatore,Kitchen,Mixer Grinder,5,23535,20,94140.0,13631.33,COD,2025,9,September,0.14479849160824304
13113,2024-05-25,West,Pune,Groceries,Rice,1,25231,10,22707.9,2207.4,Debit Card,2024,5,May,0.09720846049172314
13114,2024-03-17,North,Lucknow,Electronics,Mobile,4,3154,5,11985.2,2016.93,UPI,2024,3,March,0.1682850515635951
13115,2025-03-23,South,Hyderabad,Books,Fiction,2,46840,0,93680.0,22092.64,Credit Card,2025,3,March,0.23583091374893253
13116,2023-12-09,West,Mumbai,Clothing,Women's Wear,2,78875,15,134087.5,10253.53,UPI,2023,12,December,0.07646894751561481
13117,2025-02-24,South,Coimbatore,Electronics,Headphones,4,23019,5,87472.2,9805.34,UPI,2025,2,February,0.1120966432763781
13118,2023-12-03,South,Hyderabad,Groceries,Rice,5,28171,20,112684.0,25920.55,COD,2023,12,December,0.23002866422917184
13119,2024-07-03,South,Chennai,Toys,Action Figure,2,48532,15,82504.4,17146.48,Net Banking,2024,7,July,0.20782503721013668
13120,2024-05-02,East,Bhubaneswar,Home Decor,Lamp,2,12121,5,23029.9,2474.98,COD,2024,5,May,0.1074681175341621
13121,2024-07-24,East,Bhubaneswar,Sports,Tennis Racket,5,54726,10,246267.0,39194.91,UPI,2024,7,July,0.15915615977780215
13122,2024-12-09,East,Kolkata,Beauty,Lipstick,5,63511,0,317555.0,75212.33,Credit Card,2024,12,December,0.23684819952449182
13123,2025-05-11,East,Patna,Books,Textbook,4,1047,20,3350.4,331.93,Net Banking,2025,5,May,0.09907175262655206
13124,2023-12-03,South,Hyderabad,Electronics,Smartwatch,1,55644,0,55644.0,9752.27,COD,2023,12,December,0.17526184314571203
13125,2024-03-08,South,Bangalore,Furniture,Cabinet,5,48079,20,192316.0,10171.47,Net Banking,2024,3,March,0.05288935917968343
13126,2024-09-03,West,Pune,Books,Biography,2,23079,5,43850.1,8029.78,Net Banking,2024,9,September,0.18311885263659605
13127,2025-06-28,North,Amritsar,Toys,Board Game,5,43522,5,206729.5,28479.14,COD,2025,6,June,0.13776040671505518
13128,2024-01-02,East,Patna,Beauty,Foundation,2,24516,5,46580.4,9344.05,Net Banking,2024,1,January,0.20060046714927307
13129,2024-03-21,North,Chandigarh,Sports,Dumbbells,2,6535,15,11109.5,1550.18,UPI,2024,3,March,0.13953643278275352
13130,2024-06-26,South,Chennai,Beauty,Foundation,1,41000,15,34850.0,4658.1,Net Banking,2024,6,June,0.13366140602582496
13131,2024-02-27,South,Bangalore,Electronics,Mobile,3,2691,20,6458.4,1535.57,Net Banking,2024,2,February,0.23776322308931006
13132,2023-11-10,North,Chandigarh,Electronics,Mobile,4,8171,10,29415.6,5836.71,COD,2023,11,November,0.19842226573654798
13133,2025-03-15,West,Ahmedabad,Home Decor,Vase,4,52936,0,211744.0,32979.53,UPI,2025,3,March,0.1557518985189663
13134,2024-01-12,West,Ahmedabad,Sports,Cricket Bat,5,21480,10,96660.0,13965.81,Debit Card,2024,1,January,0.144483860955928
13135,2025-08-07,South,Hyderabad,Electronics,Mobile,4,53035,5,201533.0,11394.56,Credit Card,2025,8,August,0.05653942530503689
13136,2024-03-27,East,Guwahati,Toys,Puzzle,2,78881,5,149873.9,26015.04,Debit Card,2024,3,March,0.17357952251859732
13137,2025-03-08,East,Patna,Sports,Dumbbells,2,7277,20,11643.2,915.62,COD,2025,3,March,0.07863989281297237
13138,2023-10-08,West,Goa,Electronics,Mobile,4,11616,20,37171.2,7036.45,COD,2023,10,October,0.18929843534779614
13139,2024-04-08,East,Kolkata,Kitchen,Juicer,4,57976,10,208713.6,32534.33,Net Banking,2024,4,April,0.15588025888106957
13140,2025-03-23,West,Surat,Kitchen,Microwave,2,33015,5,62728.5,13505.03,COD,2025,3,March,0.2152933674486079
13141,2025-08-15,South,Thiruvananthapuram,Clothing,Women's Wear,1,58721,20,46976.8,8783.09,Net Banking,2025,8,August,0.18696654518826314
13142,2025-01-14,West,Ahmedabad,Books,Non-Fiction,3,56352,0,169056.0,32024.33,Net Banking,2025,1,January,0.1894303071171683
13143,2025-05-31,North,Lucknow,Electronics,Headphones,4,49556,0,198224.0,31757.71,COD,2025,5,May,0.1602112256840746
13144,2024-11-14,West,Ahmedabad,Groceries,Sugar,4,72746,0,290984.0,61010.16,Credit Card,2024,11,November,0.2096684353778902
13145,2024-03-02,West,Mumbai,Kitchen,Juicer,2,7510,15,12767.0,2840.49,Credit Card,2024,3,March,0.22248688023811386
13146,2025-07-21,North,Amritsar,Clothing,Accessories,5,65600,10,295200.0,63951.15,Debit Card,2025,7,July,0.21663668699186991
13147,2023-12-18,South,Coimbatore,Kitchen,Juicer,2,55871,0,111742.0,11119.41,UPI,2023,12,December,0.09950967407062698
13148,2024-11-27,West,Pune,Sports,Dumbbells,3,30928,0,92784.0,18735.52,UPI,2024,11,November,0.20192619417140886
13149,2024-08-22,South,Hyderabad,Groceries,Spices,5,19307,20,77228.0,18753.54,UPI,2024,8,August,0.24283342829025742
13150,2024-09-08,South,Chennai,Furniture,Cabinet,5,38537,0,192685.0,15406.56,Net Banking,2024,9,September,0.07995723590315801
13151,2025-06-04,West,Surat,Sports,Yoga Mat,4,25860,0,103440.0,16828.94,Credit Card,2025,6,June,0.1626927687548337
13152,2024-12-30,South,Hyderabad,Beauty,Face Cream,5,58759,20,235036.0,18424.08,Net Banking,2024,12,December,0.07838833200020423
13153,2025-09-17,North,Amritsar,Clothing,Kids Wear,4,932,20,2982.4,712.76,Net Banking,2025,9,September,0.2389887339055794
13154,2024-11-22,South,Chennai,Home Decor,Vase,5,65586,5,311533.5,49260.51,UPI,2024,11,November,0.1581226738055458
13155,2024-09-06,North,Chandigarh,Clothing,Men's Wear,4,74267,15,252507.8,47461.3,Net Banking,2024,9,September,0.18795973827343157
13156,2024-05-25,West,Goa,Toys,RC Car,5,31541,5,149819.75,19113.2,Debit Card,2024,5,May,0.12757463552035028
13157,2024-02-22,North,Amritsar,Groceries,Wheat,4,18626,20,59603.2,4144.46,COD,2024,2,February,0.06953418608396865
13158,2024-11-19,South,Hyderabad,Groceries,Wheat,4,57679,15,196108.6,14044.21,Credit Card,2024,11,November,0.07161445240035368
13159,2024-04-29,North,Amritsar,Furniture,Cabinet,1,32555,10,29299.5,3886.88,Credit Card,2024,4,April,0.13266028430519292
13160,2023-10-29,West,Goa,Electronics,Headphones,2,70884,20,113414.4,17484.96,Credit Card,2023,10,October,0.1541687828000677
13161,2023-11-26,North,Delhi,Home Decor,Cushion,3,37434,5,106686.9,5726.62,Credit Card,2023,11,November,0.05367688066669854
13162,2025-06-22,West,Pune,Clothing,Kids Wear,1,71307,0,71307.0,3732.36,COD,2025,6,June,0.05234212629896083
13163,2025-08-22,East,Kolkata,Electronics,Mobile,4,24518,20,78457.6,10542.24,COD,2025,8,August,0.13436862713108735
